name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Quezon City, National Capital Region, Philippines",2013-04-10,34.0,26.9,30.1,40.2,29.1,34.0,22.7,65.1,0.003,100.0,4.17,rain,,,42.5,24.1,120.6,1010.1,44.3,10.7,199.0,17.2,7.0,,2013-04-10T05:45:20,2013-04-10T18:09:09,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-11,34.1,26.9,30.1,36.6,29.4,32.8,21.5,61.3,0.0,0.0,0.0,,,,55.4,25.7,113.8,1010.3,44.5,10.8,298.8,25.7,10.0,,2013-04-11T05:44:40,2013-04-11T18:09:17,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-12,34.0,24.1,29.6,38.2,24.1,31.7,21.2,62.1,0.0,0.0,0.0,,,,,22.2,113.9,1011.2,44.7,10.7,324.8,28.0,10.0,,2013-04-12T05:44:01,2013-04-12T18:09:25,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-13,33.9,26.1,29.8,39.3,26.1,33.3,22.5,65.5,0.019,100.0,4.17,rain,,,35.3,18.3,104.2,1011.0,48.6,10.6,317.3,27.4,10.0,,2013-04-13T05:43:22,2013-04-13T18:09:33,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-14,35.1,25.8,30.2,39.6,25.8,33.6,22.2,63.3,0.057,100.0,4.17,rain,,,35.3,15.6,158.3,1010.3,44.1,10.8,297.6,25.6,10.0,,2013-04-14T05:42:43,2013-04-14T18:09:42,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-15,35.1,27.3,30.7,40.2,30.3,35.0,23.1,65.3,0.0,0.0,0.0,,,,33.5,14.8,119.1,1008.8,60.6,10.6,302.3,26.2,10.0,,2013-04-15T05:42:05,2013-04-15T18:09:50,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-16,36.1,25.0,30.9,40.9,25.0,34.8,22.6,62.9,0.0,0.0,0.0,,,,,16.4,120.3,1008.6,39.8,10.7,304.9,26.2,10.0,,2013-04-16T05:41:27,2013-04-16T18:09:59,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-17,36.1,27.0,31.2,42.1,29.3,35.8,23.2,63.4,0.0,0.0,0.0,,,,,16.6,116.3,1008.4,35.4,10.7,298.2,25.8,10.0,,2013-04-17T05:40:50,2013-04-17T18:10:09,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-18,35.9,26.9,31.3,44.9,30.5,36.4,23.6,64.6,0.202,100.0,4.17,rain,,,35.3,16.6,113.7,1008.7,44.9,22.7,291.9,25.3,9.0,,2013-04-18T05:40:14,2013-04-18T18:10:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-19,36.9,27.9,31.3,40.1,31.1,35.7,22.9,63.1,0.0,0.0,0.0,,,,42.5,20.1,155.1,1008.5,45.1,10.8,316.9,27.3,10.0,,2013-04-19T05:39:38,2013-04-19T18:10:28,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-20,36.1,27.9,31.4,42.1,31.1,36.7,23.8,65.3,0.0,0.0,0.0,,,,35.3,15.3,169.1,1009.8,55.7,10.6,276.3,23.8,9.0,,2013-04-20T05:39:02,2013-04-20T18:10:38,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-21,35.0,27.6,31.2,41.9,31.1,36.7,24.1,66.9,0.212,100.0,8.33,rain,,,46.4,20.4,108.2,1010.1,63.7,10.9,224.5,19.4,8.0,,2013-04-21T05:38:27,2013-04-21T18:10:48,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-22,33.1,26.9,30.3,39.8,28.9,35.0,23.4,67.1,0.0,0.0,0.0,,,,68.4,20.3,109.6,1010.6,52.1,10.6,241.1,20.8,8.0,,2013-04-22T05:37:53,2013-04-22T18:10:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-23,34.0,27.9,30.7,40.5,31.1,35.3,23.3,65.4,0.0,0.0,0.0,,,,46.4,23.7,113.6,1011.1,51.0,10.7,265.3,22.9,9.0,,2013-04-23T05:37:19,2013-04-23T18:11:10,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-24,36.1,26.9,31.2,40.9,29.1,35.1,22.5,61.0,0.0,0.0,0.0,,,,,14.8,118.2,1011.1,38.4,10.7,312.3,27.0,10.0,,2013-04-24T05:36:46,2013-04-24T18:11:21,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-25,37.8,28.0,31.4,40.4,31.9,36.7,23.8,65.9,0.106,100.0,4.17,rain,,,,24.0,216.3,1010.3,42.8,10.7,298.3,25.6,9.0,,2013-04-25T05:36:13,2013-04-25T18:11:32,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-26,35.0,27.8,31.0,41.8,32.3,36.5,24.1,67.8,0.462,100.0,8.33,rain,,,35.3,18.2,8.1,1009.9,63.2,10.4,266.4,23.1,9.0,,2013-04-26T05:35:41,2013-04-26T18:11:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-27,35.1,23.2,28.9,42.4,23.2,32.4,23.9,76.6,15.19,100.0,12.5,rain,,,72.4,29.2,103.9,1009.8,63.1,9.8,236.3,20.5,8.0,,2013-04-27T05:35:10,2013-04-27T18:11:56,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-28,35.0,26.9,30.5,41.0,29.7,35.2,23.7,68.1,0.068,100.0,8.33,rain,,,48.2,16.5,99.9,1010.2,50.8,10.4,158.4,13.7,6.0,,2013-04-28T05:34:40,2013-04-28T18:12:09,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-29,36.1,26.9,31.3,41.9,29.5,35.2,22.3,59.8,0.0,0.0,0.0,,,,35.3,16.4,106.1,1010.3,33.3,10.6,260.9,22.5,9.0,,2013-04-29T05:34:10,2013-04-29T18:12:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-04-30,36.0,27.9,31.3,43.2,30.6,35.9,23.1,63.2,0.0,0.0,0.0,,,,33.5,194.4,147.7,1009.7,40.1,10.9,307.4,26.5,10.0,,2013-04-30T05:33:41,2013-04-30T18:12:35,0.65,Partially cloudy,Partly cloudy throughout the day.,wind,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-01,34.1,27.4,31.0,40.5,31.3,36.7,24.4,69.0,0.0,0.0,0.0,,,,24.1,20.5,253.2,1007.5,44.0,10.4,313.5,27.0,10.0,,2013-05-01T05:33:12,2013-05-01T18:12:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-02,35.1,27.9,31.0,41.8,30.6,36.2,23.8,66.1,0.0,0.0,0.0,,,,35.3,22.2,227.7,1007.2,50.1,10.7,302.2,26.1,9.0,,2013-05-02T05:32:45,2013-05-02T18:13:02,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-03,35.4,27.9,30.5,41.9,32.2,35.7,24.2,70.8,1.28,100.0,8.33,rain,,,,22.3,158.7,1008.7,45.3,9.9,256.2,22.0,9.0,,2013-05-03T05:32:18,2013-05-03T18:13:16,0.76,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-04,35.1,27.9,30.5,43.7,32.3,36.3,24.7,72.1,0.0,0.0,0.0,,,,42.5,25.9,51.4,1010.3,52.1,9.9,227.5,19.7,8.0,,2013-05-04T05:31:52,2013-05-04T18:13:30,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-05,35.0,27.1,30.8,42.1,30.2,35.4,23.4,65.5,0.0,0.0,0.0,,,,,23.8,96.0,1010.3,36.3,10.2,264.9,22.8,9.0,,2013-05-05T05:31:26,2013-05-05T18:13:44,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-06,35.0,27.9,31.0,40.6,31.0,34.9,22.5,61.6,0.075,100.0,4.17,rain,,,46.4,16.8,95.3,1008.9,34.2,10.2,285.7,24.7,9.0,,2013-05-06T05:31:02,2013-05-06T18:13:59,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-07,36.0,27.9,31.3,44.4,30.0,36.3,23.3,62.7,1.621,100.0,4.17,rain,,,44.3,14.8,108.6,1007.8,43.3,10.1,165.2,14.3,6.0,,2013-05-07T05:30:38,2013-05-07T18:14:15,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-08,36.1,27.9,31.5,43.3,31.8,37.3,24.1,65.3,0.0,0.0,0.0,,,,,18.3,117.1,1008.2,46.8,10.1,110.8,9.4,4.0,,2013-05-08T05:30:16,2013-05-08T18:14:30,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-09,35.0,28.3,31.1,43.1,32.3,36.8,24.1,66.9,0.038,100.0,4.17,rain,,,,22.0,121.0,1009.2,56.3,10.3,109.4,9.4,4.0,,2013-05-09T05:29:54,2013-05-09T18:14:46,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-10,35.1,25.3,30.3,42.8,25.3,35.7,24.5,72.2,31.512,100.0,8.33,rain,,,46.4,25.6,202.9,1008.6,61.5,10.0,99.8,8.7,4.0,,2013-05-10T05:29:32,2013-05-10T18:15:02,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-11,32.6,27.9,29.7,41.6,32.5,36.0,25.5,78.7,1.985,100.0,12.5,rain,,,35.3,22.1,277.3,1008.0,77.3,9.9,117.0,10.1,4.0,,2013-05-11T05:29:12,2013-05-11T18:15:18,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-12,33.1,27.6,30.0,40.7,32.1,36.4,25.4,77.1,0.019,100.0,4.17,rain,,,33.5,22.3,279.9,1008.7,82.4,9.8,222.3,19.0,8.0,,2013-05-12T05:28:53,2013-05-12T18:15:35,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-13,32.1,27.0,28.5,39.3,30.5,34.0,25.5,84.1,1.836,100.0,16.67,rain,,,35.3,16.6,248.2,1009.3,80.7,9.6,136.5,11.9,5.0,,2013-05-13T05:28:34,2013-05-13T18:15:52,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-14,33.0,26.0,28.7,39.8,26.0,33.3,25.0,81.7,27.816,100.0,16.67,rain,,,48.2,18.1,144.4,1008.1,79.1,9.8,162.5,14.1,6.0,,2013-05-14T05:28:17,2013-05-14T18:16:09,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-15,33.0,25.9,29.1,39.6,25.9,33.4,25.0,79.8,0.942,100.0,4.17,rain,,,33.5,14.6,113.5,1008.1,78.6,9.6,159.6,13.7,6.0,,2013-05-15T05:28:00,2013-05-15T18:16:27,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-16,34.1,27.9,30.1,42.1,31.8,36.2,25.0,74.6,2.702,100.0,12.5,rain,,,46.4,16.6,173.8,1009.1,66.2,10.3,141.4,12.2,5.0,,2013-05-16T05:27:44,2013-05-16T18:16:44,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-17,33.2,27.6,30.4,42.0,32.4,37.6,25.8,76.8,12.669,100.0,4.17,rain,,,55.4,19.4,232.7,1009.9,68.0,9.9,167.1,14.3,6.0,,2013-05-17T05:27:29,2013-05-17T18:17:02,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-18,33.0,27.1,30.1,40.6,31.2,36.6,25.4,76.4,4.416,100.0,8.33,rain,,,,21.9,266.2,1009.6,72.3,10.2,215.8,18.5,7.0,,2013-05-18T05:27:15,2013-05-18T18:17:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,remote,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-19,33.1,27.9,30.3,42.4,33.2,37.4,25.7,76.8,0.397,100.0,8.33,rain,,,42.5,27.4,273.9,1008.8,56.3,10.3,187.3,16.1,7.0,,2013-05-19T05:27:02,2013-05-19T18:17:38,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-20,33.1,27.9,30.3,42.3,33.3,37.2,25.6,76.3,0.009,100.0,8.33,rain,,,,22.0,264.5,1009.0,61.9,9.9,231.7,20.1,8.0,,2013-05-20T05:26:49,2013-05-20T18:17:57,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-21,33.1,27.9,29.6,41.7,32.4,36.0,25.5,79.0,0.141,100.0,8.33,rain,,,35.3,22.1,247.4,1009.3,51.5,10.1,187.8,16.3,7.0,,2013-05-21T05:26:38,2013-05-21T18:18:15,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-22,34.9,26.9,30.3,42.4,30.9,36.6,25.3,75.5,1.85,100.0,4.17,rain,,,37.1,22.3,232.4,1009.5,46.6,10.0,180.8,15.6,6.0,,2013-05-22T05:26:28,2013-05-22T18:18:34,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-23,36.0,27.6,31.1,43.2,31.7,37.5,24.9,71.3,1.272,100.0,8.33,rain,,,,16.8,168.0,1010.0,57.6,10.2,232.4,20.0,8.0,,2013-05-23T05:26:18,2013-05-23T18:18:53,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-24,36.1,26.7,29.9,42.8,29.1,34.6,23.7,70.0,0.345,100.0,16.67,rain,,,42.5,16.4,332.7,1009.8,57.2,10.0,195.7,16.9,7.0,,2013-05-24T05:26:09,2013-05-24T18:19:12,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-25,34.1,26.5,29.6,42.1,26.5,34.1,24.0,72.8,1.777,100.0,16.67,rain,,,48.2,25.6,268.8,1009.3,56.2,9.3,195.0,16.7,7.0,,2013-05-25T05:26:02,2013-05-25T18:19:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-26,34.9,26.0,28.5,40.7,26.0,32.0,24.7,81.2,4.982,100.0,16.67,rain,,,35.3,16.4,128.3,1009.5,69.2,9.8,101.1,8.5,3.0,,2013-05-26T05:25:55,2013-05-26T18:19:50,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-27,33.4,25.8,28.7,40.9,25.8,32.6,24.6,79.3,0.373,100.0,8.33,rain,,,33.5,14.8,2.7,1009.7,60.2,9.5,182.5,15.6,7.0,,2013-05-27T05:25:49,2013-05-27T18:20:10,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-28,34.9,26.5,30.5,41.9,26.5,35.0,23.6,67.7,0.783,100.0,12.5,rain,,,63.0,16.6,71.1,1010.3,63.1,10.1,169.4,14.7,6.0,,2013-05-28T05:25:44,2013-05-28T18:20:29,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-29,35.0,27.6,30.7,41.8,30.7,35.8,23.8,67.4,0.191,100.0,4.17,rain,,,,22.3,86.6,1010.0,48.0,10.2,224.2,19.3,8.0,,2013-05-29T05:25:40,2013-05-29T18:20:48,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-30,29.9,25.5,28.1,34.7,25.5,32.1,24.2,79.3,5.603,100.0,16.67,rain,,,35.3,20.1,79.5,1009.7,76.0,9.9,104.1,9.1,3.0,,2013-05-30T05:25:36,2013-05-30T18:21:08,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-05-31,33.9,26.0,29.8,41.5,26.0,34.3,24.1,72.7,1.762,100.0,8.33,rain,,,48.2,13.0,94.9,1008.8,67.0,10.0,190.0,16.3,7.0,,2013-05-31T05:25:34,2013-05-31T18:21:27,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-06-01,34.9,26.9,30.5,41.8,29.5,35.8,24.1,69.1,0.04,100.0,4.17,rain,,,35.3,16.2,74.4,1007.6,61.3,10.1,223.6,19.2,8.0,,2013-06-01T05:25:32,2013-06-01T18:21:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-06-02,34.1,27.9,30.6,42.2,31.8,36.7,24.7,71.6,1.652,100.0,4.17,rain,,,25.9,21.8,303.1,1006.5,65.5,10.1,203.4,17.5,7.0,,2013-06-02T05:25:32,2013-06-02T18:22:05,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-06-03,35.1,27.8,31.2,42.5,32.2,38.1,25.2,71.7,11.284,100.0,8.33,rain,,,,37.1,180.7,1007.1,59.1,10.2,219.4,19.0,7.0,,2013-06-03T05:25:32,2013-06-03T18:22:24,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
"Quezon City, National Capital Region, Philippines",2013-06-04,35.9,27.1,31.2,43.1,29.9,36.6,23.9,66.2,0.0,0.0,0.0,,,,42.5,16.5,104.1,1008.7,43.0,10.2,222.1,19.0,8.0,,2013-06-04T05:25:33,2013-06-04T18:22:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98433099999,98425099999"
